time_stamp,gpu_power,gpu_freq,gpu_mem_freq,gpu_temp,gpu_util%,gpu_mem_util%,gpu_name,timestamp,us,sy,ni,id,wa,hi,si,st,cpu0_freq,cpu1_freq,cpu2_freq,cpu3_freq,cpu4_freq,cpu5_freq,cpu6_freq,cpu7_freq,cpu8_freq,cpu9_freq,cpu10_freq,cpu11_freq,cpu12_freq,cpu13_freq,cpu14_freq,cpu15_freq,trn_arch,trn_workers,trn_epochs,trn_batch_size,trn_image_size,trn_device,inf_arch,inf_workers,inf_batch_size,inf_image_size,inf_device,latency
1674092699.883,111.07,1710,9251,51,17,0, NVIDIA GeForce RTX 3080 Ti,1674092699.84671,17.8,3.4,0,77.2,1.4,0,0.2,0,1200024,1206410,1357818,4028831,1770534,4008917,4005156,1258344,1200020,1250885,1360026,2947452,1595254,4015334,4020571,1560726,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092700.89,111.28,1725,9251,51,40,2, NVIDIA GeForce RTX 3080 Ti,1674092700.85213,17.8,3.4,0,77.2,1.4,0,0.2,0,1200215,1200003,1303487,1544907,1512890,4075758,4019850,1737117,1212160,1206692,2470862,3714828,1274480,3780111,4008595,1290057,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092701.848,111.59,1725,9251,51,6,0, NVIDIA GeForce RTX 3080 Ti,1674092701.81382,17.8,3.4,0,77.2,1.4,0,0.2,0,2131732,1229728,1757305,2401711,3704307,3550342,4007612,3441678,1455259,1333944,3618807,1862456,2076854,4010818,4010882,1395815,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092703.168,125.81,1710,9251,52,18,4, NVIDIA GeForce RTX 3080 Ti,1674092703.12971,17.8,3.4,0,77.2,1.4,0,0.2,0,3737656,1235951,1200009,1200191,1201247,3998975,3999848,1201584,3999506,1200539,1200021,1200139,1782877,4043327,4046641,1200062,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092704.224,125.81,1710,9251,52,16,3, NVIDIA GeForce RTX 3080 Ti,1674092704.18587,17.8,3.4,0,77.2,1.4,0,0.2,0,2286868,4041046,1200002,1200001,1679739,4001770,4017460,1200098,1200142,1200623,4000097,2216652,1599311,4033571,4000000,1200500,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092704.821,125.76,1710,9251,52,17,3, NVIDIA GeForce RTX 3080 Ti,1674092704.79336,17.8,3.4,0,77.2,1.4,0,0.2,0,1201302,1438442,3897417,1304631,1390559,4002065,4007228,1499669,1200010,1321348,3227142,1726349,1382312,4003444,4003540,1720187,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092706.022,124.76,1710,9251,52,20,3, NVIDIA GeForce RTX 3080 Ti,1674092705.98564,17.8,3.4,0,77.2,1.4,0,0.2,0,3486298,3502630,3469238,3267371,3519955,4006342,4028239,3305718,3999268,1200489,1201141,1200089,1200052,4013637,1657808,1200026,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092707.118,126.34,1710,9251,52,35,4, NVIDIA GeForce RTX 3080 Ti,1674092707.08162,17.8,3.4,0,77.2,1.4,0,0.2,0,4015869,2847861,3599852,1321520,1201151,4020218,1200271,1200288,4001519,4007880,4008026,1200049,1200069,4030912,1200064,1200496,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092708.206,152.97,1995,9251,53,14,3, NVIDIA GeForce RTX 3080 Ti,1674092708.16963,17.8,3.4,0,77.2,1.4,0,0.2,0,4046445,3130724,3999029,1525895,1698562,4052346,1200056,1649634,4006876,1200184,4062283,1200552,1200256,4055538,1200083,1200664,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092708.866,166.24,1995,9251,53,14,3, NVIDIA GeForce RTX 3080 Ti,1674092708.83473,17.8,3.4,0,77.2,1.4,0,0.2,0,4032987,1378587,4033089,1253242,1558614,4039965,1200039,1660390,4010778,1388008,4032671,1213573,1263258,4030889,1200141,1569264,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092709.83,156.83,1710,9251,53,31,11, NVIDIA GeForce RTX 3080 Ti,1674092709.79658,17.8,3.4,0,77.2,1.4,0,0.2,0,4035315,2100656,4045958,1200078,1568770,4042126,1365062,1530967,4017765,1416824,4035681,1200096,1224932,4034716,2045875,1583384,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092711.208,129.7,1710,9251,53,17,3, NVIDIA GeForce RTX 3080 Ti,1674092711.16973,17.8,3.4,0,77.2,1.4,0,0.2,0,4044049,1685330,3995336,1200104,1609309,4000502,1828947,1200119,4004705,1200029,4041923,1926605,1200459,4055868,1200468,1200000,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092711.89,129.27,1710,9251,52,17,4, NVIDIA GeForce RTX 3080 Ti,1674092711.84961,17.8,3.4,0,77.2,1.4,0,0.2,0,4025754,1434027,4033363,1666192,1590930,4062295,1241715,1205586,4007766,1305861,4024494,1354173,1455680,4021718,1417956,1218729,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092713.189,129.78,1710,9251,52,19,4, NVIDIA GeForce RTX 3080 Ti,1674092713.14975,17.8,3.4,0,77.2,1.4,0,0.2,0,4032303,1200012,4056707,1200054,2112268,4002636,1200098,1753076,3997283,1200005,4039474,1200548,1200149,4051637,1201485,1597441,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092714.22,133.81,1710,9251,52,34,12, NVIDIA GeForce RTX 3080 Ti,1674092714.18182,17.8,3.4,0,77.2,1.4,0,0.2,0,4041192,1606520,4078882,1200042,1507865,4000923,1200042,1200098,3999214,1757994,4035446,1200147,1848731,4038879,1201330,1201057,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092714.901,133.56,1710,9251,52,33,11, NVIDIA GeForce RTX 3080 Ti,1674092714.86589,17.8,3.4,0,77.2,1.4,0,0.2,0,4025826,1361789,4023610,1259677,1661172,3999893,1250889,1304306,4021037,1233571,4024412,1816045,1644599,4024993,1453961,1200169,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092716.21,129.49,1710,9251,52,17,3, NVIDIA GeForce RTX 3080 Ti,1674092716.17359,17.8,3.4,0,77.2,1.4,0,0.2,0,4039500,1200073,1200054,4061092,1751544,4001930,1917283,1200593,3993993,1200211,1200130,4045826,1200044,4043993,1200735,1501784,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092716.85,129.59,1710,9251,52,16,3, NVIDIA GeForce RTX 3080 Ti,1674092716.82021,17.8,3.4,0,77.2,1.4,0,0.2,0,4032360,1429806,1200067,4039056,1663672,4027621,1303575,1349617,4003131,1734934,1200056,4027358,1635956,4026571,1307511,1234858,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092718.22,129.53,1710,9251,52,16,3, NVIDIA GeForce RTX 3080 Ti,1674092718.18172,17.8,3.4,0,77.2,1.4,0,0.2,0,4057279,1200187,1200137,4048044,1910374,4003473,1200121,1200697,3999481,1200060,1200029,4046518,1859413,4041246,1200058,1802196,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092718.87,133.6,1710,9251,52,17,4, NVIDIA GeForce RTX 3080 Ti,1674092718.83892,17.8,3.4,0,77.2,1.4,0,0.2,0,4028414,1306366,1215367,2612217,2398026,4031088,1294706,1269105,4010208,1483064,1206404,3453350,3890405,4021534,2927895,1647568,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092720.193,133.69,1710,9251,52,23,8, NVIDIA GeForce RTX 3080 Ti,1674092720.15389,17.8,3.4,0,77.2,1.4,0,0.2,0,4034242,1200095,1200080,1200194,1749011,4047486,4094538,1200007,4049922,1200051,1200332,1199508,1488390,4037960,4060933,1200173,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092721.221,130.12,1710,9251,52,22,5, NVIDIA GeForce RTX 3080 Ti,1674092721.18171,17.8,3.4,0,77.2,1.4,0,0.2,0,4056908,1200073,1200029,1200167,1200103,1200090,4096441,4001625,3996411,1199983,1200035,1201090,1596657,1200150,4041435,4030361,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092721.865,129.68,1710,9251,52,18,4, NVIDIA GeForce RTX 3080 Ti,1674092721.83554,17.8,3.4,0,77.2,1.4,0,0.2,0,4027770,3135503,1368784,1206793,1480775,1334963,1766146,4017030,4000586,1639267,1214886,1213265,1524021,1635663,3744041,4026711,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092722.853,130.13,1710,9251,52,17,4, NVIDIA GeForce RTX 3080 Ti,1674092722.81702,17.8,3.4,0,77.2,1.4,0,0.2,0,4035304,4035429,1200070,1207239,2089102,1991136,1200057,4034231,4010574,4010374,1200102,1216587,1593421,1450644,1258837,4033326,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092724.216,130.08,1710,9251,52,18,3, NVIDIA GeForce RTX 3080 Ti,1674092724.17778,17.8,3.4,0,77.2,1.4,0,0.2,0,4041571,4026433,1669357,1872130,1200019,1200253,1200087,3999908,4000916,4000335,1200299,1200008,1201476,1200223,1200327,4059228,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092724.826,129.43,1710,9251,52,33,11, NVIDIA GeForce RTX 3080 Ti,1674092724.79501,17.8,3.4,0,77.2,1.4,0,0.2,0,4035131,4035426,1353323,1313163,1249096,1203082,1467086,4021471,4002067,3425752,2575810,1621124,1200138,1235591,2235811,4030519,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092726.212,130.09,1710,9251,53,18,4, NVIDIA GeForce RTX 3080 Ti,1674092726.17376,17.8,3.4,0,77.2,1.4,0,0.2,0,4051532,1200071,4043347,1200048,1705655,1200072,1200079,4002384,4000515,1200153,4069937,1742361,1200062,1200123,1727248,4039150,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092726.893,133.9,1710,9251,53,33,12, NVIDIA GeForce RTX 3080 Ti,1674092726.8587,17.8,3.4,0,77.2,1.4,0,0.2,0,4040521,1200919,4040230,1462104,1502175,1627500,1267681,4039140,4000015,1215386,4039522,1388862,1266051,1335269,1258706,4037149,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092728.213,129.29,1710,9251,53,17,3, NVIDIA GeForce RTX 3080 Ti,1674092728.17369,17.8,3.4,0,77.2,1.4,0,0.2,0,4027402,1200373,4048463,1200053,1200345,1201454,1200016,3998722,4009058,1200118,4017932,1735311,1546318,1200135,1200168,4036213,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092728.867,129.18,1710,9251,53,16,3, NVIDIA GeForce RTX 3080 Ti,1674092728.83691,17.8,3.4,0,77.2,1.4,0,0.2,0,4041029,1205049,4041659,1374558,1528847,1381502,1230931,4025740,4000316,1215035,4041086,1628537,1455976,1556089,1360306,4038302,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092730.16,129.46,1710,9251,52,17,3, NVIDIA GeForce RTX 3080 Ti,1674092730.12168,17.8,3.4,0,77.2,1.4,0,0.2,0,4047317,1209878,4046828,2327399,1200891,1893884,1200109,4000326,4001705,1200114,4019964,1199941,1200185,1201099,1200055,4049821,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092730.839,129.09,1710,9251,52,16,3, NVIDIA GeForce RTX 3080 Ti,1674092730.80122,17.8,3.4,0,77.2,1.4,0,0.2,0,4039143,1200830,4039329,2125533,1458425,1298006,1200082,4029529,4029198,1206039,2710857,1488994,1414871,1200354,1200081,4029053,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092732.212,132.93,1710,9251,52,23,5, NVIDIA GeForce RTX 3080 Ti,1674092732.17368,17.8,3.4,0,77.2,1.4,0,0.2,0,4051681,1200276,1200054,1200116,1200254,4051237,1200041,3997863,4000203,1568613,1200035,1200187,1264237,4066943,1200141,4050857,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092732.881,132.76,1710,9251,52,33,11, NVIDIA GeForce RTX 3080 Ti,1674092732.84425,17.8,3.4,0,77.2,1.4,0,0.2,0,4031886,1239325,1224898,1290813,1437708,4021283,1280472,4010313,4000012,1209502,1292361,1531676,1467078,4023169,1200247,4025114,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092733.866,133.19,1710,9251,52,17,3, NVIDIA GeForce RTX 3080 Ti,1674092733.83304,17.8,3.4,0,77.2,1.4,0,0.2,0,4032477,1451115,1598561,1703500,1706459,4025206,1200037,4028352,4001131,3617866,1604405,1634220,1271111,1681514,1200112,4034983,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092735.216,133.25,1710,9251,52,17,4, NVIDIA GeForce RTX 3080 Ti,1674092735.1777,17.8,3.4,0,77.2,1.4,0,0.2,0,4043750,4056841,1200083,1200282,1200064,1200103,1200045,4058205,4000547,1377742,4040918,1399859,1760224,1200056,1627709,4043758,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092735.858,133,1710,9251,52,28,11, NVIDIA GeForce RTX 3080 Ti,1674092735.82709,17.8,3.4,0,77.2,1.4,0,0.2,0,4030126,2674990,1709632,1356036,1569666,1200092,1834589,4011092,3999985,1372943,3978574,1347503,2752945,1200038,3566877,4024426,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092737.196,132.98,1710,9251,52,16,3, NVIDIA GeForce RTX 3080 Ti,1674092737.15778,17.8,3.4,0,77.2,1.4,0,0.2,0,4039534,4054806,1200120,1200272,1563530,1200129,4038895,1200747,3999902,4058303,1200840,1200121,1200131,1540528,4062933,1200044,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092737.881,132.56,1710,9251,52,32,11, NVIDIA GeForce RTX 3080 Ti,1674092737.84556,17.8,3.4,0,77.2,1.4,0,0.2,0,4042942,4042978,1205696,1202670,1605604,1361994,4038151,1315899,4011043,4040292,1231036,1219663,1652769,1337948,4037703,1215257,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092739.214,130.7,1710,9251,53,25,7, NVIDIA GeForce RTX 3080 Ti,1674092739.16972,17.8,3.4,0,77.2,1.4,0,0.2,0,4057073,4054549,1200076,1200123,1200026,1200128,4000136,1200169,3999804,4038239,1200058,1200095,1200096,1200152,4047920,1200180,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092739.864,128.74,1710,9251,52,16,3, NVIDIA GeForce RTX 3080 Ti,1674092739.82451,17.8,3.4,0,77.2,1.4,0,0.2,0,4042921,4042560,1253055,1207290,1342331,1200797,4034891,1811794,4010991,4044873,1431500,1286172,1200076,1229130,4028865,1994925,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092741.205,128.89,1710,9251,52,18,3, NVIDIA GeForce RTX 3080 Ti,1674092741.1658,17.8,3.4,0,77.2,1.4,0,0.2,0,4045124,4032896,1200047,1200061,1200048,2161492,3999896,1200953,3999831,3999743,1200017,1200062,1200499,1816929,4049068,1201598,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092741.853,128.97,1710,9251,52,16,3, NVIDIA GeForce RTX 3080 Ti,1674092741.82066,17.8,3.4,0,77.2,1.4,0,0.2,0,4027702,4027858,1224264,1333074,1441039,1327928,4047213,1261959,4017117,4026655,1203249,2076903,1512796,1223853,4022593,1425228,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092742.855,129.73,1710,9251,53,22,5, NVIDIA GeForce RTX 3080 Ti,1674092742.81692,17.8,3.4,0,77.2,1.4,0,0.2,0,4034150,4034068,1217431,1984289,1492522,1200055,4035542,1343264,4014340,4021894,1207261,1800700,1945391,1200104,4035394,1205249,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092744.193,129.05,1710,9251,52,18,3, NVIDIA GeForce RTX 3080 Ti,1674092744.15376,17.8,3.4,0,77.2,1.4,0,0.2,0,4032293,4059521,1200081,1200075,1200166,1896429,4095444,1200091,3997317,4002290,1200722,1200103,1200062,1612430,4049290,1200116,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092744.867,129.32,1710,9251,52,16,3, NVIDIA GeForce RTX 3080 Ti,1674092744.83642,17.8,3.4,0,77.2,1.4,0,0.2,0,4030147,4029858,1261592,1209263,1200094,1469626,3984395,1509493,4014838,4015637,1290347,1205041,1200048,1482126,4015296,3549686,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092745.86,129.03,1710,9251,52,17,3, NVIDIA GeForce RTX 3080 Ti,1674092745.82077,17.8,3.4,0,77.2,1.4,0,0.2,0,4030568,4030573,1446205,1218498,1733466,1871112,1521074,4033586,4004321,4001436,1595187,1207108,1880476,1877247,1248226,4028095,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092746.944,132.98,1710,9251,52,23,8, NVIDIA GeForce RTX 3080 Ti,1674092746.9057,17.8,3.4,0,77.2,1.4,0,0.2,0,4025729,4025814,1409520,1330062,1932426,1201883,1702111,4019549,4002752,4003311,1625561,1586297,1201836,1200092,1200229,4046591,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092748.209,133.25,1710,9251,52,18,4, NVIDIA GeForce RTX 3080 Ti,1674092748.16977,17.8,3.4,0,77.2,1.4,0,0.2,0,4013124,4023320,1200017,1200108,1200036,1200077,1200092,4004079,3999887,4000276,1831634,1200020,1200007,1714780,1200072,4053861,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092748.853,129.44,1710,9251,53,16,3, NVIDIA GeForce RTX 3080 Ti,1674092748.82386,17.8,3.4,0,77.2,1.4,0,0.2,0,4026095,4026219,1334362,1220511,1385848,1601223,1353320,4032248,4010711,4029345,1320093,1200277,1854733,1381920,1206976,4024428,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092750.212,129.63,1710,9251,52,17,3, NVIDIA GeForce RTX 3080 Ti,1674092750.17376,17.8,3.4,0,77.2,1.4,0,0.2,0,4036674,4042163,1618108,1200087,1200050,1200202,2022032,4000000,3995519,4001114,1200193,1809022,1200084,1641472,1200045,4062407,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092750.894,129.68,1710,9251,52,16,4, NVIDIA GeForce RTX 3080 Ti,1674092750.86273,17.8,3.4,0,77.2,1.4,0,0.2,0,4028472,4028799,1346694,1305126,1345516,1455526,1484482,4045733,4003736,4003372,1582247,1394372,1319823,1317170,1259720,4024897,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092752.216,129.87,1710,9251,52,17,3, NVIDIA GeForce RTX 3080 Ti,1674092752.17774,17.8,3.4,0,77.2,1.4,0,0.2,0,4035710,4052154,1200132,1849626,1200045,1200074,1216090,4001659,4001220,3999192,1200187,1200178,1199968,1200869,1200218,4038223,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092752.889,132.99,1710,9251,52,17,3, NVIDIA GeForce RTX 3080 Ti,1674092752.85332,17.8,3.4,0,77.2,1.4,0,0.2,0,4024682,4024531,3054810,1251350,1382434,1200039,1340069,3152758,4000013,4015108,1864781,1206836,1641390,1230884,1336630,3237419,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092753.871,131.36,1710,9251,53,26,7, NVIDIA GeForce RTX 3080 Ti,1674092753.83522,17.8,3.4,0,77.2,1.4,0,0.2,0,4031745,4031897,4032344,1200275,1726698,1338936,1204913,2204276,3999983,4007472,4036553,1267893,1931780,1200052,1215483,1888907,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092754.829,133.34,1710,9251,52,16,3, NVIDIA GeForce RTX 3080 Ti,1674092754.79137,17.8,3.4,0,77.2,1.4,0,0.2,0,4034150,4034299,3642023,3286872,1213865,3812623,1201805,1975982,4002886,4009006,1700803,1203457,1393660,2568931,1207709,2064053,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092756.208,126.14,1710,9251,52,16,3, NVIDIA GeForce RTX 3080 Ti,1674092756.16975,17.8,3.4,0,77.2,1.4,0,0.2,0,4087914,4114655,1200098,1200096,1200154,1200000,1200145,1608840,4097277,3998989,1200607,1200040,1200057,1231856,1201322,1201046,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092756.912,125.96,1710,9251,52,16,3, NVIDIA GeForce RTX 3080 Ti,1674092756.87144,17.8,3.4,0,77.2,1.4,0,0.2,0,4066250,4065942,1216376,1253688,1274473,1400295,1238263,1463305,4024658,4013025,1307367,1353116,1457485,1289365,1684443,1462420,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092757.886,126.39,1710,9251,52,17,4, NVIDIA GeForce RTX 3080 Ti,1674092757.85267,17.8,3.4,0,77.2,1.4,0,0.2,0,4072569,4072669,1720575,1219857,1200061,1292325,1433286,1551735,4042821,4033286,1395442,1323207,1200123,1484201,1651934,1481868,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092758.87,126.32,1710,9251,52,17,3, NVIDIA GeForce RTX 3080 Ti,1674092758.83018,17.8,3.4,0,77.2,1.4,0,0.2,0,4075832,4076762,1279827,1230674,1200048,1352790,1493332,1790045,4036536,4022874,1206389,1355978,1200124,1481914,1756487,1375271,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092760.245,126.21,1710,9251,52,17,4, NVIDIA GeForce RTX 3080 Ti,1674092760.20176,17.8,3.4,0,77.2,1.4,0,0.2,0,4100310,4157020,1200138,1200139,1200108,1296327,1200037,1200367,3996000,4057260,1200204,1200012,1200152,1633338,1200133,1906651,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092761.604,130.13,1710,9251,52,17,4, NVIDIA GeForce RTX 3080 Ti,1674092761.56579,17.8,3.4,0,77.2,1.4,0,0.2,0,4083393,4048192,1200186,1200143,1200077,1211669,1200143,1200698,4089930,4056575,1859845,1200067,1200140,1200111,1200361,1200072,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092762.956,126.4,1710,9251,52,17,4, NVIDIA GeForce RTX 3080 Ti,1674092762.91778,17.8,3.4,0,77.2,1.4,0,0.2,0,4109400,4099439,1200227,1200059,1200044,1200004,1200091,1200142,4096557,3996759,1200053,1200868,1200206,1199934,1200682,1691128,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092763.595,126.62,1710,9251,52,16,3, NVIDIA GeForce RTX 3080 Ti,1674092763.5616,17.8,3.4,0,77.2,1.4,0,0.2,0,4066844,4067237,1297991,1200082,1211566,1270334,1663107,1387001,4045306,4014572,1358061,1200054,1206538,1266561,1738588,1627804,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092764.908,126.06,1710,9251,52,17,4, NVIDIA GeForce RTX 3080 Ti,1674092764.86976,17.8,3.4,0,77.2,1.4,0,0.2,0,4075038,4075061,1200081,1201230,1200344,1268207,1845565,1200063,4038381,4001210,1201541,1200032,1200186,1199709,1200025,1200293,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092765.956,126.23,1710,9251,52,17,4, NVIDIA GeForce RTX 3080 Ti,1674092765.91777,17.8,3.4,0,77.2,1.4,0,0.2,0,4123152,4104285,1200144,1200050,1200101,1200179,1782590,1200073,4097199,4067967,1200153,1200044,1200254,1273066,1201448,1868081,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092766.626,125.75,1710,9251,52,17,3, NVIDIA GeForce RTX 3080 Ti,1674092766.59104,17.8,3.4,0,77.2,1.4,0,0.2,0,4066992,4066445,1422198,1200072,1211735,1365985,1292039,1551349,4008090,4014423,1255139,1200040,1200293,1412045,1289702,1580973,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092767.577,129.74,1710,9251,52,16,3, NVIDIA GeForce RTX 3080 Ti,1674092767.54257,17.8,3.4,0,77.2,1.4,0,0.2,0,4066854,4067613,1320002,1512486,1214598,1646285,1270801,1561437,4021984,4006654,1251784,1239672,1208039,1820876,1206513,1215565,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092768.868,126.12,1710,9251,52,17,4, NVIDIA GeForce RTX 3080 Ti,1674092768.82975,17.8,3.4,0,77.2,1.4,0,0.2,0,4076551,4076618,1323457,1219582,1200099,1748627,1200127,1200040,4007692,4065750,1334545,1200048,1200250,1756010,1200209,1200092,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092769.956,126.07,1710,9251,52,17,4, NVIDIA GeForce RTX 3080 Ti,1674092769.91792,17.8,3.4,0,77.2,1.4,0,0.2,0,4072055,4058297,1199967,1200070,1199935,1710723,1200037,1200051,4000166,3997838,1200000,1200068,1200181,1200256,1200991,1200053,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092770.614,125.82,1710,9251,52,16,3, NVIDIA GeForce RTX 3080 Ti,1674092770.58065,17.8,3.4,0,77.2,1.4,0,0.2,0,4067114,4067097,1394680,1271058,1217078,1296429,1457141,1363007,4018651,4007104,1305393,1205810,1208762,1754283,1344512,1726764,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092771.825,125.83,1710,9251,52,17,3, NVIDIA GeForce RTX 3080 Ti,1674092771.78575,17.8,3.4,0,77.2,1.4,0,0.2,0,4064834,4064863,1420743,1200393,1216183,1664912,1867419,1200073,4002853,3998540,1200002,1200035,1200342,1200453,1661740,1200169,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092772.956,126.28,1710,9251,52,17,3, NVIDIA GeForce RTX 3080 Ti,1674092772.91771,17.8,3.4,0,77.2,1.4,0,0.2,0,4059099,4062912,1200025,1200162,1200159,1201346,1199965,1752695,4005278,3996975,1352439,1200045,1200290,1200078,1200225,1835378,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092773.566,129.81,1710,9251,52,16,3, NVIDIA GeForce RTX 3080 Ti,1674092773.5356,17.8,3.4,0,77.2,1.4,0,0.2,0,4063194,4062995,1573081,1708398,1557048,1381624,1216975,1906026,4010576,4005806,1755450,1242047,1392737,1200782,1202943,1621374,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092774.571,125.96,1710,9251,52,17,3, NVIDIA GeForce RTX 3080 Ti,1674092774.53336,17.8,3.4,0,77.2,1.4,0,0.2,0,4084542,4084845,1289993,1200149,1711034,1200062,1214198,2077679,4039736,4020599,1315725,1200045,1244336,1200230,1204267,2118945,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092775.836,126.06,1710,9251,52,17,3, NVIDIA GeForce RTX 3080 Ti,1674092775.79781,17.8,3.4,0,77.2,1.4,0,0.2,0,4080778,4081241,1302925,1200140,1878058,1200206,1941355,1200192,4000236,3998890,1200000,1200027,1535708,1494184,1201386,1201500,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092776.937,126.38,1710,9251,52,17,3, NVIDIA GeForce RTX 3080 Ti,1674092776.89776,17.8,3.4,0,77.2,1.4,0,0.2,0,4118728,4127300,1227780,1200065,1200108,1200196,1200067,1200324,4001005,3999432,1200005,1200040,1200988,1200282,1200656,1201509,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092777.603,125.82,1710,9251,52,18,4, NVIDIA GeForce RTX 3080 Ti,1674092777.5701,17.8,3.4,0,77.2,1.4,0,0.2,0,4069352,4068508,1367385,1200067,1471883,1250728,1460970,1208461,4010801,4017652,1264468,1200033,1412573,1225456,1614745,1315582,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
1674092778.96,126.22,1710,9251,52,17,4, NVIDIA GeForce RTX 3080 Ti,1674092778.92179,17.8,3.4,0,77.2,1.4,0,0.2,0,4097617,4056601,3221451,1200458,1200140,1200073,1200056,1200154,4000259,3996163,1518652,1200033,1200292,1200086,1958949,1200167,2,1,3,128,224,1,1,1,1,224,1,14.2317706853847
