work_start,infer_model_name,train_model_name,image_size,device,file_name,latency
1677024729.5521574,densenet121,alexnet_512,224,cuda,000000000001.jpg,23.55619239807129
1677024729.656349,densenet121,alexnet_512,224,cuda,000000000016.jpg,24.46659278869629
1677024729.8003633,densenet121,alexnet_512,224,cuda,000000000019.jpg,24.405311584472656
1677024729.9123394,densenet121,alexnet_512,224,cuda,000000000057.jpg,18.71116828918457
1677024730.0363102,densenet121,alexnet_512,224,cuda,000000000063.jpg,18.820127487182617
1677024730.1163232,densenet121,alexnet_512,224,cuda,000000000069.jpg,18.962656021118164
1677024730.2362566,densenet121,alexnet_512,224,cuda,000000000080.jpg,19.029823303222656
1677024730.3163126,densenet121,alexnet_512,224,cuda,000000000090.jpg,19.09503936767578
1677024730.4403021,densenet121,alexnet_512,224,cuda,000000000106.jpg,18.75801658630371
1677024730.520304,densenet121,alexnet_512,224,cuda,000000000108.jpg,18.666080474853516
1677024730.6442919,densenet121,alexnet_512,224,cuda,000000000128.jpg,18.92310333251953
1677024730.7243204,densenet121,alexnet_512,224,cuda,000000000155.jpg,18.83523178100586
1677024730.8442993,densenet121,alexnet_512,224,cuda,000000000161.jpg,18.901792526245117
1677024730.9243035,densenet121,alexnet_512,224,cuda,000000000171.jpg,18.72172737121582
1677024731.0402992,densenet121,alexnet_512,224,cuda,000000000178.jpg,18.84841537475586
1677024731.1202981,densenet121,alexnet_512,224,cuda,000000000180.jpg,19.085695266723633
1677024731.2443237,densenet121,alexnet_512,224,cuda,000000000183.jpg,19.000768661499023
1677024731.3203058,densenet121,alexnet_512,224,cuda,000000000188.jpg,19.04435157775879
1677024731.444298,densenet121,alexnet_512,224,cuda,000000000191.jpg,19.148319244384766
1677024731.5203047,densenet121,alexnet_512,224,cuda,000000000202.jpg,19.53763198852539
1677024731.6443331,densenet121,alexnet_512,224,cuda,000000000205.jpg,19.632959365844727
1677024731.7243369,densenet121,alexnet_512,224,cuda,000000000212.jpg,42.5300178527832
1677024731.8682961,densenet121,alexnet_512,224,cuda,000000000229.jpg,18.948095321655273
1677024731.9483047,densenet121,alexnet_512,224,cuda,000000000251.jpg,18.64668846130371
1677024732.0683074,densenet121,alexnet_512,224,cuda,000000000275.jpg,18.97225570678711
1677024732.1483083,densenet121,alexnet_512,224,cuda,000000000276.jpg,19.0328311920166
1677024732.2723317,densenet121,alexnet_512,224,cuda,000000000311.jpg,18.93974494934082
1677024732.3563263,densenet121,alexnet_512,224,cuda,000000000318.jpg,19.14873504638672
1677024732.484326,densenet121,alexnet_512,224,cuda,000000000345.jpg,19.407487869262695
1677024732.5643141,densenet121,alexnet_512,224,cuda,000000000408.jpg,19.353151321411133
1677024732.68432,densenet121,alexnet_512,224,cuda,000000000416.jpg,19.72710418701172
1677024732.7642634,densenet121,alexnet_512,224,cuda,000000000427.jpg,19.10188865661621
1677024732.8803105,densenet121,alexnet_512,224,cuda,000000000448.jpg,19.207616806030273
1677024732.96029,densenet121,alexnet_512,224,cuda,000000000453.jpg,18.99715232849121
1677024733.0843132,densenet121,alexnet_512,224,cuda,000000000456.jpg,19.26531219482422
1677024733.164313,densenet121,alexnet_512,224,cuda,000000000463.jpg,19.329824447631836
1677024733.2882793,densenet121,alexnet_512,224,cuda,000000000492.jpg,19.35126495361328
1677024733.3643425,densenet121,alexnet_512,224,cuda,000000000509.jpg,19.17184066772461
1677024733.488315,densenet121,alexnet_512,224,cuda,000000000527.jpg,18.79587173461914
1677024733.5643158,densenet121,alexnet_512,224,cuda,000000000535.jpg,18.869184494018555
1677024733.6923,densenet121,alexnet_512,224,cuda,000000000549.jpg,19.10211181640625
