work_start,infer_model_name,train_model_name,image_size,device,file_name,latency
1677022816.3079777,alexnet,alexnet_512,224,cuda,000000000001.jpg,3.3791680335998535
1677022816.4003544,alexnet,alexnet_512,224,cuda,000000000016.jpg,2.069983959197998
1677022816.5123568,alexnet,alexnet_512,224,cuda,000000000019.jpg,2.225503921508789
1677022816.5842888,alexnet,alexnet_512,224,cuda,000000000057.jpg,1.841439962387085
1677022816.684339,alexnet,alexnet_512,224,cuda,000000000063.jpg,1.7596160173416138
1677022816.7443788,alexnet,alexnet_512,224,cuda,000000000069.jpg,2.011904001235962
1677022816.8443336,alexnet,alexnet_512,224,cuda,000000000080.jpg,1.7387839555740356
1677022816.904299,alexnet,alexnet_512,224,cuda,000000000090.jpg,1.7195199728012085
1677022817.0042937,alexnet,alexnet_512,224,cuda,000000000106.jpg,1.7749119997024536
1677022817.0643322,alexnet,alexnet_512,224,cuda,000000000108.jpg,1.7505600452423096
1677022817.168304,alexnet,alexnet_512,224,cuda,000000000128.jpg,1.7578239440917969
1677022817.2323189,alexnet,alexnet_512,224,cuda,000000000155.jpg,1.7645759582519531
1677022817.3283384,alexnet,alexnet_512,224,cuda,000000000161.jpg,1.7439039945602417
1677022817.3842998,alexnet,alexnet_512,224,cuda,000000000171.jpg,1.7295680046081543
1677022817.476239,alexnet,alexnet_512,224,cuda,000000000178.jpg,1.731328010559082
1677022817.5362947,alexnet,alexnet_512,224,cuda,000000000180.jpg,1.707360029220581
1677022817.6362936,alexnet,alexnet_512,224,cuda,000000000183.jpg,1.7012799978256226
1677022817.6882849,alexnet,alexnet_512,224,cuda,000000000188.jpg,1.6949119567871094
1677022817.7843246,alexnet,alexnet_512,224,cuda,000000000191.jpg,1.7445119619369507
1677022817.8442688,alexnet,alexnet_512,224,cuda,000000000202.jpg,1.710368037223816
1677022817.9482913,alexnet,alexnet_512,224,cuda,000000000205.jpg,1.7289279699325562
1677022818.0083332,alexnet,alexnet_512,224,cuda,000000000212.jpg,1.7501440048217773
1677022818.1043277,alexnet,alexnet_512,224,cuda,000000000229.jpg,1.7422399520874023
1677022818.1643233,alexnet,alexnet_512,224,cuda,000000000251.jpg,1.7475839853286743
1677022818.2603195,alexnet,alexnet_512,224,cuda,000000000275.jpg,1.7453759908676147
1677022818.3242836,alexnet,alexnet_512,224,cuda,000000000276.jpg,1.7546559572219849
1677022818.4203382,alexnet,alexnet_512,224,cuda,000000000311.jpg,1.7753280401229858
1677022818.4842691,alexnet,alexnet_512,224,cuda,000000000318.jpg,1.787775993347168
1677022818.5883346,alexnet,alexnet_512,224,cuda,000000000345.jpg,1.830623984336853
1677022818.6483362,alexnet,alexnet_512,224,cuda,000000000408.jpg,1.7899199724197388
1677022818.7442868,alexnet,alexnet_512,224,cuda,000000000416.jpg,1.723904013633728
1677022818.8003209,alexnet,alexnet_512,224,cuda,000000000427.jpg,1.7361600399017334
1677022818.8922906,alexnet,alexnet_512,224,cuda,000000000448.jpg,1.7111040353775024
1677022818.948306,alexnet,alexnet_512,224,cuda,000000000453.jpg,1.7435840368270874
1677022819.048336,alexnet,alexnet_512,224,cuda,000000000456.jpg,1.790336012840271
1677022819.1123042,alexnet,alexnet_512,224,cuda,000000000463.jpg,1.7533760070800781
1677022819.2123415,alexnet,alexnet_512,224,cuda,000000000492.jpg,1.7482880353927612
1677022819.264333,alexnet,alexnet_512,224,cuda,000000000509.jpg,1.7872320413589478
1677022819.3643064,alexnet,alexnet_512,224,cuda,000000000527.jpg,1.7451519966125488
1677022819.4243248,alexnet,alexnet_512,224,cuda,000000000535.jpg,2.105760097503662
