work_start,infer_model_name,train_model_name,image_size,device,file_name,latency
1677013562.0204415,googlenet,alexnet_512,224,cuda,000000000001.jpg,19.303104400634766
1677013562.112329,googlenet,alexnet_512,224,cuda,000000000016.jpg,9.86246395111084
1677013562.2243054,googlenet,alexnet_512,224,cuda,000000000019.jpg,11.64566421508789
1677013562.3163018,googlenet,alexnet_512,224,cuda,000000000057.jpg,12.336159706115723
1677013562.4362812,googlenet,alexnet_512,224,cuda,000000000063.jpg,9.866463661193848
1677013562.5043,googlenet,alexnet_512,224,cuda,000000000069.jpg,9.869248390197754
1677013562.6163268,googlenet,alexnet_512,224,cuda,000000000080.jpg,11.693984031677246
1677013562.6882815,googlenet,alexnet_512,224,cuda,000000000090.jpg,9.80668830871582
1677013562.8003252,googlenet,alexnet_512,224,cuda,000000000106.jpg,9.763008117675781
1677013562.868286,googlenet,alexnet_512,224,cuda,000000000108.jpg,9.728768348693848
1677013562.9802809,googlenet,alexnet_512,224,cuda,000000000128.jpg,9.839360237121582
1677013563.0483313,googlenet,alexnet_512,224,cuda,000000000155.jpg,9.53974437713623
1677013563.1602767,googlenet,alexnet_512,224,cuda,000000000161.jpg,9.658944129943848
1677013563.228266,googlenet,alexnet_512,224,cuda,000000000171.jpg,9.546175956726074
1677013563.3363326,googlenet,alexnet_512,224,cuda,000000000178.jpg,9.95900821685791
1677013563.4082825,googlenet,alexnet_512,224,cuda,000000000180.jpg,9.819295883178711
1677013563.5243168,googlenet,alexnet_512,224,cuda,000000000183.jpg,12.954367637634277
1677013563.5962768,googlenet,alexnet_512,224,cuda,000000000188.jpg,9.839584350585938
1677013563.7082732,googlenet,alexnet_512,224,cuda,000000000191.jpg,9.763808250427246
1677013563.772302,googlenet,alexnet_512,224,cuda,000000000202.jpg,12.771743774414062
1677013563.8963184,googlenet,alexnet_512,224,cuda,000000000205.jpg,12.84547233581543
1677013563.9763272,googlenet,alexnet_512,224,cuda,000000000212.jpg,9.935327529907227
1677013564.0922823,googlenet,alexnet_512,224,cuda,000000000229.jpg,9.933952331542969
1677013564.164279,googlenet,alexnet_512,224,cuda,000000000251.jpg,12.831392288208008
1677013564.2802706,googlenet,alexnet_512,224,cuda,000000000275.jpg,9.826560020446777
1677013564.352279,googlenet,alexnet_512,224,cuda,000000000276.jpg,9.614080429077148
1677013564.4683259,googlenet,alexnet_512,224,cuda,000000000311.jpg,9.632896423339844
1677013564.5402758,googlenet,alexnet_512,224,cuda,000000000318.jpg,9.72537612915039
1677013564.6602683,googlenet,alexnet_512,224,cuda,000000000345.jpg,9.600768089294434
1677013564.7282743,googlenet,alexnet_512,224,cuda,000000000408.jpg,9.752991676330566
1677013564.8363008,googlenet,alexnet_512,224,cuda,000000000416.jpg,9.727231979370117
1677013564.904297,googlenet,alexnet_512,224,cuda,000000000427.jpg,12.726335525512695
1677013565.0202918,googlenet,alexnet_512,224,cuda,000000000448.jpg,12.701024055480957
1677013565.1002877,googlenet,alexnet_512,224,cuda,000000000453.jpg,12.817440032958984
1677013565.220284,googlenet,alexnet_512,224,cuda,000000000456.jpg,9.744192123413086
1677013565.2882946,googlenet,alexnet_512,224,cuda,000000000463.jpg,9.844832420349121
1677013565.4083405,googlenet,alexnet_512,224,cuda,000000000492.jpg,9.738271713256836
1677013565.4763298,googlenet,alexnet_512,224,cuda,000000000509.jpg,9.917471885681152
1677013565.5882986,googlenet,alexnet_512,224,cuda,000000000527.jpg,9.905280113220215
1677013565.652285,googlenet,alexnet_512,224,cuda,000000000535.jpg,9.928671836853027
1677013565.7682724,googlenet,alexnet_512,224,cuda,000000000549.jpg,9.764479637145996
1677013565.840279,googlenet,alexnet_512,224,cuda,000000000552.jpg,9.695232391357422
1677013565.9523242,googlenet,alexnet_512,224,cuda,000000000554.jpg,9.683456420898438
1677013566.0162916,googlenet,alexnet_512,224,cuda,000000000570.jpg,9.884672164916992
1677013566.1362708,googlenet,alexnet_512,224,cuda,000000000619.jpg,9.704480171203613
1677013566.200279,googlenet,alexnet_512,224,cuda,000000000647.jpg,9.857184410095215
1677013566.3082922,googlenet,alexnet_512,224,cuda,000000000660.jpg,9.711999893188477
1677013566.3722863,googlenet,alexnet_512,224,cuda,000000000662.jpg,12.872832298278809
