work_start,infer_model_name,train_model_name,image_size,device,file_name,latency
1677015804.9330869,mobilenet_v3_small,alexnet_512,224,cuda,000000000001.jpg,10.394495964050293
1677015805.0122871,mobilenet_v3_small,alexnet_512,224,cuda,000000000016.jpg,6.40169620513916
1677015805.1203246,mobilenet_v3_small,alexnet_512,224,cuda,000000000019.jpg,6.3369598388671875
1677015805.1883423,mobilenet_v3_small,alexnet_512,224,cuda,000000000057.jpg,6.174272060394287
1677015805.2963061,mobilenet_v3_small,alexnet_512,224,cuda,000000000063.jpg,6.238399982452393
1677015805.3603244,mobilenet_v3_small,alexnet_512,224,cuda,000000000069.jpg,6.343200206756592
1677015805.4643395,mobilenet_v3_small,alexnet_512,224,cuda,000000000080.jpg,6.309216022491455
1677015805.5283396,mobilenet_v3_small,alexnet_512,224,cuda,000000000090.jpg,6.343711853027344
1677015805.6363332,mobilenet_v3_small,alexnet_512,224,cuda,000000000106.jpg,6.365856170654297
1677015805.7043064,mobilenet_v3_small,alexnet_512,224,cuda,000000000108.jpg,6.272511959075928
1677015805.8122413,mobilenet_v3_small,alexnet_512,224,cuda,000000000128.jpg,6.280288219451904
1677015805.8763034,mobilenet_v3_small,alexnet_512,224,cuda,000000000155.jpg,6.137375831604004
1677015805.9802873,mobilenet_v3_small,alexnet_512,224,cuda,000000000161.jpg,6.225088119506836
1677015806.048314,mobilenet_v3_small,alexnet_512,224,cuda,000000000171.jpg,6.098368167877197
1677015806.1482866,mobilenet_v3_small,alexnet_512,224,cuda,000000000178.jpg,6.29040002822876
1677015806.216328,mobilenet_v3_small,alexnet_512,224,cuda,000000000180.jpg,6.350751876831055
1677015806.3282866,mobilenet_v3_small,alexnet_512,224,cuda,000000000183.jpg,6.242623805999756
1677015806.392271,mobilenet_v3_small,alexnet_512,224,cuda,000000000188.jpg,6.310207843780518
1677015806.5002997,mobilenet_v3_small,alexnet_512,224,cuda,000000000191.jpg,6.293600082397461
1677015806.560332,mobilenet_v3_small,alexnet_512,224,cuda,000000000202.jpg,6.480703830718994
1677015806.668303,mobilenet_v3_small,alexnet_512,224,cuda,000000000205.jpg,6.412576198577881
1677015806.7363305,mobilenet_v3_small,alexnet_512,224,cuda,000000000212.jpg,6.399936199188232
1677015806.8403203,mobilenet_v3_small,alexnet_512,224,cuda,000000000229.jpg,6.509984016418457
1677015806.908327,mobilenet_v3_small,alexnet_512,224,cuda,000000000251.jpg,6.211328029632568
1677015807.016335,mobilenet_v3_small,alexnet_512,224,cuda,000000000275.jpg,6.121376037597656
1677015807.088297,mobilenet_v3_small,alexnet_512,224,cuda,000000000276.jpg,6.195328235626221
1677015807.1963258,mobilenet_v3_small,alexnet_512,224,cuda,000000000311.jpg,6.341279983520508
1677015807.2643359,mobilenet_v3_small,alexnet_512,224,cuda,000000000318.jpg,6.2366719245910645
1677015807.3763263,mobilenet_v3_small,alexnet_512,224,cuda,000000000345.jpg,6.490176200866699
1677015807.4403331,mobilenet_v3_small,alexnet_512,224,cuda,000000000408.jpg,6.360608100891113
1677015807.5443354,mobilenet_v3_small,alexnet_512,224,cuda,000000000416.jpg,6.5689921379089355
1677015807.6123188,mobilenet_v3_small,alexnet_512,224,cuda,000000000427.jpg,6.272128105163574
1677015807.7123067,mobilenet_v3_small,alexnet_512,224,cuda,000000000448.jpg,6.282144069671631
1677015807.7803202,mobilenet_v3_small,alexnet_512,224,cuda,000000000453.jpg,6.409887790679932
1677015807.8923254,mobilenet_v3_small,alexnet_512,224,cuda,000000000456.jpg,6.537439823150635
1677015807.9603543,mobilenet_v3_small,alexnet_512,224,cuda,000000000463.jpg,6.347519874572754
1677015808.072319,mobilenet_v3_small,alexnet_512,224,cuda,000000000492.jpg,7.893343925476074
1677015808.132303,mobilenet_v3_small,alexnet_512,224,cuda,000000000509.jpg,7.101344108581543
1677015808.2363195,mobilenet_v3_small,alexnet_512,224,cuda,000000000527.jpg,6.197216033935547
1677015808.3002994,mobilenet_v3_small,alexnet_512,224,cuda,000000000535.jpg,6.287680149078369
1677015808.4123006,mobilenet_v3_small,alexnet_512,224,cuda,000000000549.jpg,6.362016201019287
1677015808.4763305,mobilenet_v3_small,alexnet_512,224,cuda,000000000552.jpg,6.369056224822998
1677015808.5802965,mobilenet_v3_small,alexnet_512,224,cuda,000000000554.jpg,6.207424163818359
1677015808.6443107,mobilenet_v3_small,alexnet_512,224,cuda,000000000570.jpg,6.259136199951172
1677015808.760265,mobilenet_v3_small,alexnet_512,224,cuda,000000000619.jpg,6.315008163452148
1677015808.8243103,mobilenet_v3_small,alexnet_512,224,cuda,000000000647.jpg,6.295584201812744
1677015808.924336,mobilenet_v3_small,alexnet_512,224,cuda,000000000660.jpg,6.238912105560303
1677015808.9883173,mobilenet_v3_small,alexnet_512,224,cuda,000000000662.jpg,6.345119953155518
1677015809.0923216,mobilenet_v3_small,alexnet_512,224,cuda,000000000664.jpg,6.345727920532227
1677015809.1563148,mobilenet_v3_small,alexnet_512,224,cuda,000000000665.jpg,6.213376045227051
1677015809.256296,mobilenet_v3_small,alexnet_512,224,cuda,000000000674.jpg,6.243807792663574
1677015809.3122787,mobilenet_v3_small,alexnet_512,224,cuda,000000000676.jpg,6.165760040283203
1677015809.4123333,mobilenet_v3_small,alexnet_512,224,cuda,000000000686.jpg,6.323616027832031
1677015809.4723306,mobilenet_v3_small,alexnet_512,224,cuda,000000000694.jpg,6.399807929992676
