work_start,infer_model_name,train_model_name,image_size,device,file_name,latency
1677018851.437412,deeplabv3_resnet50,alexnet_512,224,cuda,000000000001.jpg,15.664352416992188
1677018851.5963144,deeplabv3_resnet50,alexnet_512,224,cuda,000000000016.jpg,11.732383728027344
1677018851.7083151,deeplabv3_resnet50,alexnet_512,224,cuda,000000000019.jpg,11.353407859802246
1677018851.8363621,deeplabv3_resnet50,alexnet_512,224,cuda,000000000057.jpg,12.286432266235352
1677018851.9603927,deeplabv3_resnet50,alexnet_512,224,cuda,000000000063.jpg,12.067584037780762
1677018852.084405,deeplabv3_resnet50,alexnet_512,224,cuda,000000000069.jpg,12.82265567779541
1677018852.2044146,deeplabv3_resnet50,alexnet_512,224,cuda,000000000080.jpg,12.506112098693848
1677018852.3284447,deeplabv3_resnet50,alexnet_512,224,cuda,000000000090.jpg,11.570176124572754
1677018852.4364965,deeplabv3_resnet50,alexnet_512,224,cuda,000000000106.jpg,12.514847755432129
1677018852.5603187,deeplabv3_resnet50,alexnet_512,224,cuda,000000000108.jpg,12.657792091369629
1677018852.6803489,deeplabv3_resnet50,alexnet_512,224,cuda,000000000128.jpg,12.726143836975098
1677018852.7963235,deeplabv3_resnet50,alexnet_512,224,cuda,000000000155.jpg,12.525664329528809
1677018852.908337,deeplabv3_resnet50,alexnet_512,224,cuda,000000000161.jpg,12.453023910522461
1677018853.0163114,deeplabv3_resnet50,alexnet_512,224,cuda,000000000171.jpg,12.306431770324707
1677018853.1203985,deeplabv3_resnet50,alexnet_512,224,cuda,000000000178.jpg,12.414015769958496
1677018853.2323189,deeplabv3_resnet50,alexnet_512,224,cuda,000000000180.jpg,12.53660774230957
1677018853.348298,deeplabv3_resnet50,alexnet_512,224,cuda,000000000183.jpg,12.429727554321289
1677018853.4603126,deeplabv3_resnet50,alexnet_512,224,cuda,000000000188.jpg,12.51302433013916
1677018853.572275,deeplabv3_resnet50,alexnet_512,224,cuda,000000000191.jpg,12.530240058898926
1677018853.6803238,deeplabv3_resnet50,alexnet_512,224,cuda,000000000202.jpg,12.629759788513184
1677018853.7923477,deeplabv3_resnet50,alexnet_512,224,cuda,000000000205.jpg,9.883456230163574
1677018853.9043527,deeplabv3_resnet50,alexnet_512,224,cuda,000000000212.jpg,12.583359718322754
1677018854.016295,deeplabv3_resnet50,alexnet_512,224,cuda,000000000229.jpg,12.515135765075684
1677018854.1283002,deeplabv3_resnet50,alexnet_512,224,cuda,000000000251.jpg,12.328543663024902
1677018854.2402995,deeplabv3_resnet50,alexnet_512,224,cuda,000000000275.jpg,12.526687622070312
1677018854.3522987,deeplabv3_resnet50,alexnet_512,224,cuda,000000000276.jpg,12.553600311279297
1677018854.4602938,deeplabv3_resnet50,alexnet_512,224,cuda,000000000311.jpg,12.531071662902832
1677018854.5763342,deeplabv3_resnet50,alexnet_512,224,cuda,000000000318.jpg,12.69968032836914
1677018854.6963136,deeplabv3_resnet50,alexnet_512,224,cuda,000000000345.jpg,12.490303993225098
1677018854.8123143,deeplabv3_resnet50,alexnet_512,224,cuda,000000000408.jpg,12.385536193847656
1677018854.920314,deeplabv3_resnet50,alexnet_512,224,cuda,000000000416.jpg,12.423232078552246
1677018855.032313,deeplabv3_resnet50,alexnet_512,224,cuda,000000000427.jpg,12.499103546142578
1677018855.1363187,deeplabv3_resnet50,alexnet_512,224,cuda,000000000448.jpg,12.719008445739746
1677018855.2482975,deeplabv3_resnet50,alexnet_512,224,cuda,000000000453.jpg,12.482463836669922
1677018855.3603005,deeplabv3_resnet50,alexnet_512,224,cuda,000000000456.jpg,12.670559883117676
1677018855.4723155,deeplabv3_resnet50,alexnet_512,224,cuda,000000000463.jpg,12.596960067749023
1677018855.5883372,deeplabv3_resnet50,alexnet_512,224,cuda,000000000492.jpg,12.50268840789795
1677018855.6963415,deeplabv3_resnet50,alexnet_512,224,cuda,000000000509.jpg,12.714655876159668
1677018855.8124151,deeplabv3_resnet50,alexnet_512,224,cuda,000000000527.jpg,12.621952056884766
1677018855.924336,deeplabv3_resnet50,alexnet_512,224,cuda,000000000535.jpg,12.404864311218262
1677018856.0403335,deeplabv3_resnet50,alexnet_512,224,cuda,000000000549.jpg,12.350751876831055
1677018856.1522987,deeplabv3_resnet50,alexnet_512,224,cuda,000000000552.jpg,12.379615783691406
1677018856.2643187,deeplabv3_resnet50,alexnet_512,224,cuda,000000000554.jpg,12.401599884033203
1677018856.372326,deeplabv3_resnet50,alexnet_512,224,cuda,000000000570.jpg,12.399104118347168
1677018856.5003123,deeplabv3_resnet50,alexnet_512,224,cuda,000000000619.jpg,13.180352210998535
1677018856.6083255,deeplabv3_resnet50,alexnet_512,224,cuda,000000000647.jpg,12.54150390625
1677018856.7163444,deeplabv3_resnet50,alexnet_512,224,cuda,000000000660.jpg,10.012191772460938
1677018856.8203244,deeplabv3_resnet50,alexnet_512,224,cuda,000000000662.jpg,12.639424324035645
1677018856.9324121,deeplabv3_resnet50,alexnet_512,224,cuda,000000000664.jpg,12.538559913635254
1677018857.044409,deeplabv3_resnet50,alexnet_512,224,cuda,000000000665.jpg,12.359392166137695
1677018857.148302,deeplabv3_resnet50,alexnet_512,224,cuda,000000000674.jpg,12.309727668762207
1677018857.256315,deeplabv3_resnet50,alexnet_512,224,cuda,000000000676.jpg,12.429823875427246
1677018857.3683097,deeplabv3_resnet50,alexnet_512,224,cuda,000000000686.jpg,12.491456031799316
1677018857.4803138,deeplabv3_resnet50,alexnet_512,224,cuda,000000000694.jpg,12.425472259521484
1677018857.5923326,deeplabv3_resnet50,alexnet_512,224,cuda,000000000718.jpg,9.757280349731445
1677018857.700344,deeplabv3_resnet50,alexnet_512,224,cuda,000000000725.jpg,12.615039825439453
1677018857.8083117,deeplabv3_resnet50,alexnet_512,224,cuda,000000000748.jpg,12.310111999511719
1677018857.9203205,deeplabv3_resnet50,alexnet_512,224,cuda,000000000759.jpg,12.48799991607666
1677018858.0323174,deeplabv3_resnet50,alexnet_512,224,cuda,000000000771.jpg,12.620672225952148
1677018858.1443086,deeplabv3_resnet50,alexnet_512,224,cuda,000000000774.jpg,12.45798397064209
