1675983470.0127544,alexnet,"(224, 224)",cuda,000000000001.jpg,1347.2139892578125
1675983633.8363023,alexnet,"(224, 224)",cuda,000000000001.jpg,1336.47021484375
1675983699.7073507,alexnet,"(224, 224)",cuda,000000000001.jpg,1329.2874755859375
1675983763.046631,alexnet,"(224, 224)",cuda,000000000001.jpg,1342.6153564453125
1675983830.1611462,alexnet,"(224, 224)",cuda,000000000001.jpg,1325.351318359375
1675983863.9821851,alexnet,"(224, 224)",cuda,000000000001.jpg,2.1016640663146973
1675983864.1045194,alexnet,"(224, 224)",cuda,000000000016.jpg,1.7795840501785278
1675983928.004032,alexnet,"(224, 224)",cuda,000000000001.jpg,1338.0045166015625
1675983980.1449206,alexnet,"(224, 224)",cuda,000000000001.jpg,1396.68798828125
1675983993.1081855,alexnet,"(224, 224)",cuda,000000000001.jpg,2.3106560707092285
1675984007.2180417,alexnet,"(224, 224)",cuda,000000000001.jpg,2.2592639923095703
1675984007.328605,alexnet,"(224, 224)",cuda,000000000016.jpg,1.8684159517288208
1675984069.514461,alexnet,"(224, 224)",cuda,000000000001.jpg,1355.3582763671875
1675984106.2077255,alexnet,"(224, 224)",cuda,000000000001.jpg,1337.58203125
1675984141.792534,alexnet,"(224, 224)",cuda,000000000001.jpg,1340.6295166015625
1675984144.4291172,alexnet,"(224, 224)",cuda,000000000016.jpg,2.344736099243164
1675984210.1620367,alexnet,"(224, 224)",cuda,000000000001.jpg,1340.1627197265625
1675984434.997825,deeplabv3_resnet50,"(224, 224)",cuda,000000000001.jpg,1348.4881591796875
1675994829.1331127,deeplabv3_resnet50,"(224, 224)",cuda,000000000001.jpg,3022.095458984375
1675994895.730338,alexnet,"(224, 224)",cuda,000000000001.jpg,889.2401123046875
1675995252.897168,alexnet,"(224, 224)",cuda,000000000001.jpg,918.08837890625
1675995306.324325,alexnet,"(224, 224)",cuda,000000000001.jpg,888.57958984375
1675995308.8011937,alexnet,"(224, 224)",cuda,000000000016.jpg,3.5879359245300293
1675998610.362023,alexnet,"(224, 224)",cuda,000000000001.jpg,913.2431030273438
1675998681.5293953,alexnet,"(224, 224)",cuda,000000000001.jpg,892.7025146484375
1675998809.73438,alexnet,"(224, 224)",cuda,000000000001.jpg,882.1654663085938
1675998838.9112363,alexnet,"(224, 224)",cuda,000000000001.jpg,895.910888671875
1675998841.3931909,alexnet,"(224, 224)",cuda,000000000016.jpg,3.6012799739837646
1675998938.7123375,alexnet,"(224, 224)",cuda,000000000001.jpg,899.2123413085938
1675998941.1217399,alexnet,"(224, 224)",cuda,000000000016.jpg,3.497760057449341
1675999403.840597,alexnet,"(224, 224)",cuda,000000000001.jpg,876.380859375
1675999406.2537706,alexnet,"(224, 224)",cuda,000000000016.jpg,3.524319887161255
1675999928.7352502,alexnet,"(224, 224)",cuda,000000000001.jpg,889.1334838867188
1676000041.7163723,alexnet,"(224, 224)",cuda,000000000016.jpg,4.494815826416016
1676000110.8253293,alexnet,"(224, 224)",cuda,000000000019.jpg,5.2751359939575195
1676000211.3627417,alexnet,"(224, 224)",cuda,000000000001.jpg,878.137451171875
1676000213.8051615,alexnet,"(224, 224)",cuda,000000000016.jpg,3.4464640617370605
1676000213.9171662,alexnet,"(224, 224)",cuda,000000000019.jpg,3.4657280445098877
