,time_stamp,gpu_power,gpu_freq,gpu_mem_freq,gpu_temp,gpu_util%,gpu_mem_util%,gpu_name,timestamp,us,sy,ni,id,wa,hi,si,st,cpu0_freq,cpu1_freq,cpu2_freq,cpu3_freq,cpu4_freq,cpu5_freq
0,1671830897.03, 34.89, 1721, 4006, 59, 0, 0, NVIDIA GeForce GTX 1060 6GB,1671830897.008987,32.0,6.2,0.0,61.9,0.0,0.0,0.0,0.0,3466595,3466591,3466741,3515000,3513600,3466602
1,1671830897.722, 34.90, 1721, 4006, 59, 0, 0, NVIDIA GeForce GTX 1060 6GB,1671830897.6981304,24.5,18.4,0.0,53.1,2.0,0.0,2.0,0.0,3466632,3466639,3466616,3524718,3524334,3466610
2,1671830898.415, 34.60, 1721, 3802, 59, 8, 1, NVIDIA GeForce GTX 1060 6GB,1671830898.3921106,31.6,8.4,0.0,60.0,0.0,0.0,0.0,0.0,3465846,3466647,3466519,3466510,3466510,3466506
3,1671830899.136, 34.71, 1721, 3802, 59, 4, 0, NVIDIA GeForce GTX 1060 6GB,1671830899.1086254,31.3,16.2,0.0,52.5,0.0,0.0,0.0,0.0,3430985,3442691,3432235,3462396,3446560,3436860
4,1671830899.849, 34.51, 1721, 3802, 59, 8, 1, NVIDIA GeForce GTX 1060 6GB,1671830899.8244889,46.9,14.3,0.0,37.8,0.0,0.0,1.0,0.0,3333184,3333208,3333234,3333224,3333182,3333182
5,1671830900.587, 34.51, 1721, 3802, 59, 39, 2, NVIDIA GeForce GTX 1060 6GB,1671830900.56334,45.5,14.1,0.0,40.4,0.0,0.0,0.0,0.0,3333230,3333182,3333224,3333302,3333183,3333182
6,1671830901.268, 34.42, 1721, 3802, 59, 34, 3, NVIDIA GeForce GTX 1060 6GB,1671830901.2485487,41.1,3.2,0.0,55.8,0.0,0.0,0.0,0.0,3433683,3353685,3422982,3393333,3354373,3403139
7,1671830901.966, 34.71, 1721, 3802, 58, 8, 1, NVIDIA GeForce GTX 1060 6GB,1671830901.9411366,34.7,14.3,0.0,51.0,0.0,0.0,0.0,0.0,3522956,3466456,3466348,3466292,3466447,3521515
8,1671830902.665, 34.61, 1721, 3802, 58, 5, 1, NVIDIA GeForce GTX 1060 6GB,1671830902.6409516,51.6,7.4,0.0,41.1,0.0,0.0,0.0,0.0,3466510,3466622,3466510,3466610,3466604,3466510
9,1671830903.351, 64.39, 1885, 3802, 60, 100, 58, NVIDIA GeForce GTX 1060 6GB,1671830903.3294027,49.5,4.0,0.0,45.5,1.0,0.0,0.0,0.0,3470531,3466542,3466525,3466553,3466553,3470593
10,1671830904.027, 39.72, 1923, 3802, 59, 46, 37, NVIDIA GeForce GTX 1060 6GB,1671830904.0063276,34.3,5.1,0.0,60.6,0.0,0.0,0.0,0.0,3510511,3466769,3466569,3466598,3466567,3510895
11,1671830904.711, 46.49, 1898, 3802, 60, 30, 15, NVIDIA GeForce GTX 1060 6GB,1671830904.689071,43.3,10.3,0.0,46.4,0.0,0.0,0.0,0.0,3521086,3467052,3466587,3466609,3466580,3520848
12,1671830905.418, 40.59, 1923, 3802, 59, 0, 0, NVIDIA GeForce GTX 1060 6GB,1671830905.3949182,33.0,2.1,0.0,63.9,0.0,0.0,1.0,0.0,3541595,3466692,3466589,3466649,3466616,3539601
13,1671830906.098, 39.82, 1923, 3802, 59, 1, 0, NVIDIA GeForce GTX 1060 6GB,1671830906.0763795,34.4,2.1,0.0,63.5,0.0,0.0,0.0,0.0,3516033,3466741,3466589,3466615,3466578,3517514
