,time_stamp,gpu_power,gpu_freq,gpu_mem_freq,gpu_temp,gpu_util%,gpu_mem_util%,gpu_name,timestamp,us,sy,ni,id,wa,hi,si,st,cpu0_freq,cpu1_freq,cpu2_freq,cpu3_freq,cpu4_freq,cpu5_freq
0,1671503457.883, 8.69, 139, 405, 57, 1, 3, NVIDIA GeForce GTX 1060 6GB,1671503457.8637853,20.0,2.1,0.0,77.9,0.0,0.0,0.0,0.0,3333591,3333602,3333731,3333626,3333746,3333633
1,1671503458.535, 30.74, 1556, 3802, 57, 0, 1, NVIDIA GeForce GTX 1060 6GB,1671503458.512086,24.5,13.3,0.0,62.2,0.0,0.0,0.0,0.0,3108660,3326441,3323902,3315623,3316133,3332531
2,1671503459.184, 31.91, 1556, 3802, 57, 6, 1, NVIDIA GeForce GTX 1060 6GB,1671503459.1645339,15.5,3.1,0.0,81.4,0.0,0.0,0.0,0.0,3327749,3329128,3316810,3329477,3320287,3325569
3,1671503459.841, 31.91, 1556, 3802, 58, 6, 1, NVIDIA GeForce GTX 1060 6GB,1671503459.822013,16.5,9.3,0.0,74.2,0.0,0.0,0.0,0.0,3333590,3333647,3333621,3332478,3333648,3329345
4,1671503460.481, 31.91, 1556, 3802, 58, 8, 1, NVIDIA GeForce GTX 1060 6GB,1671503460.4622698,15.6,4.2,0.0,80.2,0.0,0.0,0.0,0.0,3332725,3295307,3214909,3314928,3251910,3307415
5,1671503461.12, 56.33, 1721, 3802, 58, 59, 28, NVIDIA GeForce GTX 1060 6GB,1671503461.102055,28.6,3.1,0.0,68.4,0.0,0.0,0.0,0.0,3327095,3318302,3312215,3299153,3289334,3270786
6,1671503461.765, 74.30, 1923, 3802, 60, 56, 27, NVIDIA GeForce GTX 1060 6GB,1671503461.745358,37.1,3.1,0.0,59.8,0.0,0.0,0.0,0.0,3330933,3325747,3325117,3332445,3328486,3314987
7,1671503462.403, 39.44, 1923, 3802, 60, 54, 26, NVIDIA GeForce GTX 1060 6GB,1671503462.3848062,30.9,12.8,0.0,56.4,0.0,0.0,0.0,0.0,3328291,3332906,3333607,3333614,3333592,3333591
8,1671503463.052, 39.36, 1923, 3802, 59, 2, 0, NVIDIA GeForce GTX 1060 6GB,1671503463.031434,11.2,12.2,0.0,76.5,0.0,0.0,0.0,0.0,3279713,3314096,3327149,3271211,3274867,3326034
9,1671503463.703, 39.46, 1923, 3802, 59, 7, 1, NVIDIA GeForce GTX 1060 6GB,1671503463.6830807,14.4,4.1,0.0,81.4,0.0,0.0,0.0,0.0,3327381,3328102,3328309,3322559,3331402,3297203
10,1671503464.338, 39.26, 1923, 3802, 59, 28, 1, NVIDIA GeForce GTX 1060 6GB,1671503464.3208973,16.5,2.1,0.0,81.4,0.0,0.0,0.0,0.0,3330428,3331766,3330187,3321021,3322016,3332131
11,1671503464.996, 39.44, 1923, 3802, 59, 5, 1, NVIDIA GeForce GTX 1060 6GB,1671503464.974096,26.8,5.2,0.0,68.0,0.0,0.0,0.0,0.0,3283693,3233969,3301623,3285562,3116482,3283504
12,1671503465.645, 39.26, 1923, 3802, 59, 5, 1, NVIDIA GeForce GTX 1060 6GB,1671503465.6239102,14.4,4.1,0.0,81.4,0.0,0.0,0.0,0.0,3329384,3331375,3328830,3315105,3332431,3327771
13,1671503466.284, 39.44, 1923, 3802, 60, 38, 29, NVIDIA GeForce GTX 1060 6GB,1671503466.2665725,19.6,3.1,0.0,77.3,0.0,0.0,0.0,0.0,3272345,3301499,3285192,3331200,3305332,3216885
14,1671503466.919, 39.36, 1923, 3802, 60, 19, 13, NVIDIA GeForce GTX 1060 6GB,1671503466.9017797,19.6,2.1,0.0,78.4,0.0,0.0,0.0,0.0,3325596,3310642,3301570,3327106,3313164,3225214
15,1671503467.554, 39.93, 1923, 3802, 60, 13, 8, NVIDIA GeForce GTX 1060 6GB,1671503467.5356867,19.8,2.1,0.0,78.1,0.0,0.0,0.0,0.0,3325934,3330292,3290007,3331515,3326777,3208879
16,1671503468.192, 39.75, 1923, 3802, 60, 17, 11, NVIDIA GeForce GTX 1060 6GB,1671503468.1737497,20.2,6.1,0.0,69.7,0.0,0.0,4.0,0.0,3330647,3332651,3333182,3328536,3318885,3285933
17,1671503468.842, 93.30, 1923, 3802, 60, 23, 19, NVIDIA GeForce GTX 1060 6GB,1671503468.8240464,19.2,1.0,0.0,77.8,0.0,0.0,2.0,0.0,3329900,3311609,3315154,3326746,3324224,3328815
