,time_stamp,gpu_power,gpu_freq,gpu_mem_freq,gpu_temp,gpu_util%,gpu_mem_util%,gpu_name,timestamp,us,sy,ni,id,wa,hi,si,st,cpu0_freq,cpu1_freq,cpu2_freq,cpu3_freq,cpu4_freq,cpu5_freq
0,1671597732.485, 40.22, 1923, 3802, 62, 3, 1, NVIDIA GeForce GTX 1060 6GB,1671597732.4631796,43.3,11.3,0.0,44.3,1.0,0.0,0.0,0.0,3333297,3333287,3333269,3333289,3333267,3333292
1,1671597733.556, 40.01, 1923, 3802, 62, 0, 0, NVIDIA GeForce GTX 1060 6GB,1671597733.5336869,63.3,13.3,0.0,21.4,0.0,0.0,2.0,0.0,3333269,3333304,3333269,3333324,3333317,3333269
2,1671597734.692, 32.48, 1556, 3802, 61, 7, 1, NVIDIA GeForce GTX 1060 6GB,1671597734.6698008,33.7,16.3,0.0,46.9,3.1,0.0,0.0,0.0,3466600,3467150,3466599,3466680,3466625,3467402
3,1671597735.827, 32.38, 1556, 3802, 61, 6, 1, NVIDIA GeForce GTX 1060 6GB,1671597735.805774,46.9,5.1,0.0,48.0,0.0,0.0,0.0,0.0,3466534,3466600,3466599,3464823,3466219,3466981
4,1671597736.976, 70.43, 1923, 3802, 62, 56, 27, NVIDIA GeForce GTX 1060 6GB,1671597736.953732,50.0,14.4,0.0,33.7,1.9,0.0,0.0,0.0,3466610,3466599,3467593,3466856,3466606,3466634
5,1671597738.123, 71.50, 1923, 3802, 62, 48, 24, NVIDIA GeForce GTX 1060 6GB,1671597738.10175,42.7,2.1,15.6,39.6,0.0,0.0,0.0,0.0,3466605,3468624,3466598,3466599,3466785,3466610
6,1671597739.268, 69.59, 1923, 3802, 63, 52, 24, NVIDIA GeForce GTX 1060 6GB,1671597739.2457223,43.9,6.1,15.3,34.7,0.0,0.0,0.0,0.0,3333176,3333287,3333265,3333268,3333281,3333280
7,1671597740.417, 81.30, 1885, 3802, 64, 100, 52, NVIDIA GeForce GTX 1060 6GB,1671597740.3857222,40.6,3.1,16.7,39.6,0.0,0.0,0.0,0.0,3333269,3333281,3333279,3333283,3333269,3333263
8,1671597741.546, 71.41, 1923, 3802, 63, 49, 25, NVIDIA GeForce GTX 1060 6GB,1671597741.5257442,29.0,5.0,14.0,51.0,0.0,0.0,1.0,0.0,3332762,3333269,3333326,3333398,3333268,3333268
9,1671597742.674, 74.24, 1923, 3802, 63, 49, 24, NVIDIA GeForce GTX 1060 6GB,1671597742.653714,28.1,6.2,11.5,54.2,0.0,0.0,0.0,0.0,3333288,3333508,3333545,3333269,3333276,3333283
10,1671597743.815, 72.76, 1923, 3802, 63, 50, 25, NVIDIA GeForce GTX 1060 6GB,1671597743.7937386,26.3,7.1,12.1,54.5,0.0,0.0,0.0,0.0,3333288,3333299,3333278,3333456,3333291,3333304
11,1671597744.946, 71.42, 1923, 3802, 63, 47, 24, NVIDIA GeForce GTX 1060 6GB,1671597744.9257193,27.8,9.3,13.4,49.5,0.0,0.0,0.0,0.0,3333014,3333285,3333412,3333363,3333271,3333268
12,1671597746.074, 72.81, 1923, 3802, 63, 48, 24, NVIDIA GeForce GTX 1060 6GB,1671597746.053736,33.7,9.2,12.2,44.9,0.0,0.0,0.0,0.0,3333268,3333269,3333499,3271995,3333269,3333451
13,1671597747.198, 73.46, 1923, 3802, 63, 48, 24, NVIDIA GeForce GTX 1060 6GB,1671597747.1777642,27.8,7.2,12.4,52.6,0.0,0.0,0.0,0.0,3333269,3333269,3333341,3333274,3333328,3333264
14,1671597748.33, 72.59, 1923, 3802, 63, 49, 25, NVIDIA GeForce GTX 1060 6GB,1671597748.3097029,26.8,6.2,13.4,53.6,0.0,0.0,0.0,0.0,3333273,3333269,3333513,3333439,3333269,3333278
15,1671597749.459, 70.56, 1923, 3802, 63, 50, 25, NVIDIA GeForce GTX 1060 6GB,1671597749.4377258,29.3,5.1,13.1,52.5,0.0,0.0,0.0,0.0,3333375,3333269,3333515,3333123,3333485,3333269
16,1671597750.586, 73.15, 1923, 3802, 63, 49, 24, NVIDIA GeForce GTX 1060 6GB,1671597750.5656936,28.3,7.1,12.1,52.5,0.0,0.0,0.0,0.0,3333268,3333277,3333268,3333317,3333675,3333392
17,1671597751.742, 73.72, 1923, 3802, 63, 46, 23, NVIDIA GeForce GTX 1060 6GB,1671597751.7217364,66.0,6.0,11.0,16.0,0.0,0.0,1.0,0.0,3333269,3333269,3333269,3333269,3333086,3333269
18,1671597752.87, 72.97, 1923, 3802, 63, 50, 25, NVIDIA GeForce GTX 1060 6GB,1671597752.849727,40.4,7.1,0.0,52.5,0.0,0.0,0.0,0.0,3333335,3333268,3333325,3333381,3333300,3333268
19,1671597753.99, 74.33, 1923, 3802, 63, 49, 25, NVIDIA GeForce GTX 1060 6GB,1671597753.9697587,38.4,6.1,0.0,53.5,1.0,0.0,1.0,0.0,3333323,3333353,3333269,3333372,3333283,3333443
20,1671597755.114, 71.62, 1923, 3802, 63, 50, 25, NVIDIA GeForce GTX 1060 6GB,1671597755.0937934,26.5,2.0,0.0,71.4,0.0,0.0,0.0,0.0,3333294,3333295,3333253,3333273,3333279,3319854
21,1671597756.225, 72.15, 1923, 3802, 63, 49, 25, NVIDIA GeForce GTX 1060 6GB,1671597756.2057471,27.6,3.1,0.0,69.4,0.0,0.0,0.0,0.0,3333475,3333314,3333268,3332573,3333297,3333353
22,1671597757.335, 76.52, 1923, 3802, 63, 50, 25, NVIDIA GeForce GTX 1060 6GB,1671597757.3137286,26.8,2.1,0.0,71.1,0.0,0.0,0.0,0.0,3333269,3333430,3333268,3333478,3333341,3333575
23,1671597758.458, 73.32, 1923, 3802, 63, 49, 25, NVIDIA GeForce GTX 1060 6GB,1671597758.4377363,27.3,3.0,0.0,68.7,0.0,0.0,1.0,0.0,3333270,3333428,3333268,3333280,3333270,3332684
24,1671597759.577, 74.79, 1923, 3802, 63, 30, 15, NVIDIA GeForce GTX 1060 6GB,1671597759.5577834,29.6,2.0,0.0,68.4,0.0,0.0,0.0,0.0,3333269,3333797,3111935,3247617,3333287,3333271
25,1671597760.706, 73.25, 1923, 3802, 63, 50, 25, NVIDIA GeForce GTX 1060 6GB,1671597760.6857166,28.6,5.1,0.0,66.3,0.0,0.0,0.0,0.0,3333273,3333772,3333359,3332611,3333269,3333293
26,1671597761.819, 72.89, 1923, 3802, 63, 50, 25, NVIDIA GeForce GTX 1060 6GB,1671597761.7978053,26.8,7.2,0.0,66.0,0.0,0.0,0.0,0.0,3333207,3333419,3333345,3333272,3333269,3135384
