,time_stamp,gpu_power,gpu_freq,gpu_mem_freq,gpu_temp,gpu_util%,gpu_mem_util%,gpu_name,timestamp,us,sy,ni,id,wa,hi,si,st,cpu0_freq,cpu1_freq,cpu2_freq,cpu3_freq,cpu4_freq,cpu5_freq
0,1671595666.573, 32.38, 1657, 4006, 55, 1, 1, NVIDIA GeForce GTX 1060 6GB,1671595666.4889576,31.2,6.5,0.0,62.4,0.0,0.0,0.0,0.0,3333269,3333417,3333273,3333269,3333370,3333302
1,1671595667.666, 33.54, 1657, 3802, 56, 6, 1, NVIDIA GeForce GTX 1060 6GB,1671595667.645802,53.0,12.0,0.0,35.0,0.0,0.0,0.0,0.0,3114490,2823506,3154646,3314666,3333234,3333269
2,1671595668.778, 33.45, 1657, 3802, 55, 7, 1, NVIDIA GeForce GTX 1060 6GB,1671595668.757763,30.5,6.3,0.0,63.2,0.0,0.0,0.0,0.0,3333268,3333106,3333591,3333462,3333611,3333269
3,1671595669.91, 33.64, 1657, 3802, 55, 12, 1, NVIDIA GeForce GTX 1060 6GB,1671595669.8857844,43.9,15.3,0.0,40.8,0.0,0.0,0.0,0.0,3466600,3466791,3466613,3466875,3466614,3466604
4,1671595671.021, 74.40, 1936, 3802, 58, 81, 46, NVIDIA GeForce GTX 1060 6GB,1671595671.0017233,49.5,10.3,0.0,40.2,0.0,0.0,0.0,0.0,3466600,3520493,3466978,3466623,3466998,3466943
5,1671595672.125, 71.40, 1936, 3802, 58, 51, 25, NVIDIA GeForce GTX 1060 6GB,1671595672.1057408,44.3,4.1,0.0,51.5,0.0,0.0,0.0,0.0,3333269,3333517,3333351,3333217,3333535,3333283
6,1671595673.233, 82.24, 1936, 3802, 59, 60, 31, NVIDIA GeForce GTX 1060 6GB,1671595673.2137814,44.4,5.1,0.0,50.5,0.0,0.0,0.0,0.0,3333295,3333269,3333528,3333269,3333425,3333285
7,1671595674.349, 74.97, 1936, 3802, 59, 51, 25, NVIDIA GeForce GTX 1060 6GB,1671595674.3297746,50.5,3.1,0.0,46.4,0.0,0.0,0.0,0.0,3487736,3480342,3466749,3466642,3466748,3466739
8,1671595675.457, 71.45, 1936, 3802, 59, 49, 25, NVIDIA GeForce GTX 1060 6GB,1671595675.4376783,42.6,3.2,0.0,54.3,0.0,0.0,0.0,0.0,3333305,3333269,3333268,3333561,3333342,3333326
9,1671595676.565, 71.31, 1936, 3802, 59, 51, 25, NVIDIA GeForce GTX 1060 6GB,1671595676.5457504,44.8,3.1,0.0,52.1,0.0,0.0,0.0,0.0,3333269,3333400,3333246,3333340,3333543,3333269
10,1671595677.681, 90.07, 1936, 3802, 59, 62, 32, NVIDIA GeForce GTX 1060 6GB,1671595677.6617157,46.2,0.0,0.0,53.8,0.0,0.0,0.0,0.0,3509309,3466618,3466630,3466664,3466602,3466807
11,1671595678.785, 71.74, 1936, 3802, 59, 91, 58, NVIDIA GeForce GTX 1060 6GB,1671595678.765749,45.3,2.1,0.0,52.6,0.0,0.0,0.0,0.0,3494029,3491405,3466766,3466634,3466567,3466923
12,1671595679.897, 116.10, 1936, 3802, 60, 58, 30, NVIDIA GeForce GTX 1060 6GB,1671595679.8777611,44.8,2.1,0.0,52.1,0.0,0.0,1.0,0.0,3485866,3466616,3466895,3487951,3466857,3466706
13,1671595681.004, 74.52, 1936, 3802, 59, 51, 27, NVIDIA GeForce GTX 1060 6GB,1671595680.9857662,45.4,2.1,0.0,52.6,0.0,0.0,0.0,0.0,3466600,3466782,3466733,3498475,3466593,3466635
14,1671595682.12, 87.47, 1936, 3802, 60, 51, 26, NVIDIA GeForce GTX 1060 6GB,1671595682.101694,47.9,1.0,0.0,51.0,0.0,0.0,0.0,0.0,3466571,3512625,3297897,3333442,3333287,3333269
15,1671595683.227, 67.12, 1936, 3802, 59, 51, 25, NVIDIA GeForce GTX 1060 6GB,1671595683.205774,51.5,2.1,0.0,46.4,0.0,0.0,0.0,0.0,3333286,3333483,3333386,3333269,3333277,3333696
16,1671595684.341, 102.53, 1936, 3802, 60, 67, 35, NVIDIA GeForce GTX 1060 6GB,1671595684.3217425,45.4,3.1,0.0,51.5,0.0,0.0,0.0,0.0,3333282,3333269,3333736,3333280,3333943,3333339
17,1671595685.458, 72.96, 1936, 3802, 60, 98, 62, NVIDIA GeForce GTX 1060 6GB,1671595685.4337475,49.0,4.2,0.0,46.9,0.0,0.0,0.0,0.0,3333286,3333269,3367478,3466588,3516676,3466662
18,1671595686.569, 91.95, 1936, 3802, 60, 51, 26, NVIDIA GeForce GTX 1060 6GB,1671595686.5496771,46.4,2.1,0.0,51.5,0.0,0.0,0.0,0.0,3466759,3490697,3466833,3466627,3466600,3466676
19,1671595687.677, 76.05, 1936, 3802, 60, 66, 40, NVIDIA GeForce GTX 1060 6GB,1671595687.6577108,49.5,4.2,0.0,46.3,0.0,0.0,0.0,0.0,3466750,3466599,3466660,3466676,3499121,3466819
20,1671595688.785, 93.18, 1923, 3802, 60, 51, 25, NVIDIA GeForce GTX 1060 6GB,1671595688.7658396,47.9,4.2,0.0,47.9,0.0,0.0,0.0,0.0,3466587,3476119,3467810,3466746,3466644,3466602
21,1671595689.886, 73.18, 1923, 3802, 60, 50, 25, NVIDIA GeForce GTX 1060 6GB,1671595689.8669999,44.3,8.2,0.0,47.4,0.0,0.0,0.0,0.0,3333269,3333439,3333273,3333269,3333470,3333303
22,1671595690.984, 73.36, 1923, 3802, 60, 53, 25, NVIDIA GeForce GTX 1060 6GB,1671595690.9657676,28.9,9.3,0.0,61.9,0.0,0.0,0.0,0.0,3333269,3333497,3333370,3333273,3333504,3333322
23,1671595692.088, 72.61, 1923, 3802, 60, 51, 26, NVIDIA GeForce GTX 1060 6GB,1671595692.0698195,29.2,4.2,0.0,66.7,0.0,0.0,0.0,0.0,3333269,3333289,3333555,3333220,3333395,3333469
24,1671595693.188, 71.62, 1923, 3802, 60, 51, 25, NVIDIA GeForce GTX 1060 6GB,1671595693.1698084,27.6,3.1,0.0,68.4,0.0,0.0,1.0,0.0,3333263,3333273,3333434,3333358,3333274,3333659
25,1671595694.288, 69.68, 1923, 3802, 60, 48, 24, NVIDIA GeForce GTX 1060 6GB,1671595694.2697089,29.6,4.1,0.0,65.3,1.0,0.0,0.0,0.0,3333282,3333407,3333316,3333268,3333268,3333277
26,1671595695.388, 72.32, 1923, 3802, 60, 50, 25, NVIDIA GeForce GTX 1060 6GB,1671595695.3697162,29.6,2.0,0.0,68.4,0.0,0.0,0.0,0.0,3333268,3333330,3333432,3333304,3333861,3333272
